0.000000000000000000e+00 2.000000000000000000e+00 1.899999999999999911e+00 1.899999999999999911e+00 1.899999999999999911e+00 1.899999999999999911e+00
1.000000000000000000e+00 2.000000000000000000e+00 1.901099450183287409e+00 1.921089454348704262e+00 1.881109446017870557e+00 1.886131624233160942e+00
2.000000000000000000e+00 2.000000000000000000e+00 1.902197801465933535e+00 1.930453811998237956e+00 1.873941790933629115e+00 1.918600955038112232e+00
3.000000000000000000e+00 2.000000000000000000e+00 1.903295054946289699e+00 1.937884174466927067e+00 1.868705935425652331e+00 1.903633836211604535e+00
4.000000000000000000e+00 2.000000000000000000e+00 1.904391211721609301e+00 1.944311344895082838e+00 1.864471078548135763e+00 1.879565867312948946e+00
5.000000000000000000e+00 2.000000000000000000e+00 1.905486272888049282e+00 1.950096061613915133e+00 1.860876484162183431e+00 1.873563579132452750e+00
6.000000000000000000e+00 2.000000000000000000e+00 1.906580239540671018e+00 1.955423431774736764e+00 1.857737047306605271e+00 1.846808218613389840e+00
7.000000000000000000e+00 2.000000000000000000e+00 1.907673112773441204e+00 1.960403475444559174e+00 1.854942750102323235e+00 1.830502991019909986e+00
8.000000000000000000e+00 2.000000000000000000e+00 1.908764893679233188e+00 1.965107914444390813e+00 1.852421872914075562e+00 1.833757618001133238e+00
9.000000000000000000e+00 2.000000000000000000e+00 1.909855583349827857e+00 1.969586593121468665e+00 1.850124573578187048e+00 1.829467756676098844e+00
1.000000000000000000e+01 2.000000000000000000e+00 1.910945182875914972e+00 1.973875821984770074e+00 1.848014543767059870e+00 1.863803049588039551e+00
1.100000000000000000e+01 2.000000000000000000e+00 1.912033693347094276e+00 1.978003027054188845e+00 1.846064359639999708e+00 1.873024272819785896e+00
1.200000000000000000e+01 2.000000000000000000e+00 1.913121115851876386e+00 1.981989526958988002e+00 1.844252704744764770e+00 1.915814901802737502e+00
1.300000000000000000e+01 2.000000000000000000e+00 1.914207451477683675e+00 1.985852284356615982e+00 1.842562618598751367e+00 1.902807134481530715e+00
1.400000000000000000e+01 2.000000000000000000e+00 1.915292701310851831e+00 1.989605059904497875e+00 1.840980342717205787e+00 1.881756253158360925e+00
1.500000000000000000e+01 2.000000000000000000e+00 1.916376866436630966e+00 1.993259200495232308e+00 1.839494532378029623e+00 1.891888814861568235e+00
1.600000000000000000e+01 2.000000000000000000e+00 1.917459947939186282e+00 1.996824194197564406e+00 1.838095701680808158e+00 1.904107397024624060e+00
1.700000000000000000e+01 2.000000000000000000e+00 1.918541946901599404e+00 2.000308071137120614e+00 1.836775822666078195e+00 1.919274852929343966e+00
1.800000000000000000e+01 2.000000000000000000e+00 1.919622864405869045e+00 2.003717699582444389e+00 1.835528029229293701e+00 1.908952158657392317e+00
1.900000000000000000e+01 2.000000000000000000e+00 1.920702701532913226e+00 2.007059008898155028e+00 1.834346394167671424e+00 1.912128896482694351e+00
2.000000000000000000e+01 2.000000000000000000e+00 1.921781459362569056e+00 2.010337160305734727e+00 1.833225758419403606e+00 1.940261887767732230e+00
2.100000000000000000e+01 2.000000000000000000e+00 1.922859138973594506e+00 2.013556679654161297e+00 1.832161598293027494e+00 1.955183624839624823e+00
